SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
VIJIFIN,BE,2.85,2.85,2.59,2.6,2.63,2.73,206456,551308.20,07-Oct-2024,280,INE159N01027
JAYBARMARU,EQ,99.85,101.21,96.01,96.66,97.9,99.56,118739,11570524.97,07-Oct-2024,2015,INE571B01036
MOLDTKPAC,EQ,751.9,754.75,727,730.95,731.95,748.8,95389,69843450.45,07-Oct-2024,15674,INE893J01029
NIFTYBEES,EQ,281.45,281.58,276.08,278.01,278.9,280.15,10673683,2969277466.46,07-Oct-2024,139103,INF204KB14I2
REDTAPE,EQ,807.55,807.55,763.05,776.45,781,803.65,145009,113265331.90,07-Oct-2024,7468,INE0LXT01019
MOTHERSON,EQ,200.86,203.96,197.25,199.05,198.26,200.92,16986847,3386165224.47,07-Oct-2024,105095,INE775A01035
GAEL,EQ,127.6,127.6,120.03,121.29,121.7,126.82,1682203,206147842.22,07-Oct-2024,23984,INE036B01030
SABTNL,BE,929.55,929.55,920,929.55,929.55,911.35,8197,7570911.85,07-Oct-2024,550,INE416A01044
UNICHEMLAB,EQ,634.05,645.9,620,622.85,620.9,635.15,25970,16374658.05,07-Oct-2024,1938,INE351A01035
IFBIND,EQ,1798.15,1800,1698,1732.75,1736,1798.3,27040,46912896.45,07-Oct-2024,4869,INE559A01017
MITTAL,EQ,2.2,2.2,2.01,2.11,2.1,2.16,1873704,3951800.26,07-Oct-2024,1693,INE997Y01027
ADANIGREEN,EQ,1801.15,1815.1,1735,1752.45,1751,1801.2,694897,1224728206.05,07-Oct-2024,57669,INE364U01010
NILASPACES,BE,11.7,12.04,10.89,10.89,11,11.47,1224782,14017111.42,07-Oct-2024,1620,INE00S901012
DECCANTRAN,ST,80.1,80.4,78.05,78.05,78.05,82.15,78000,6141360.00,07-Oct-2024,63,INE0S7C01019
GATECHDVR,BE,1.01,1.08,0.98,1,1.01,1.03,701646,720786.35,07-Oct-2024,411,INE224E01036
746GS2073,GS,110.5,110.5,109.61,109.99,110,110.49,13442,1477614.49,07-Oct-2024,21,IN0020230127
HDFCLOWVOL,EQ,21.52,21.53,20.8,20.93,20.8,21.3,57472,1209374.57,07-Oct-2024,409,INF179KC1HU8
TCI,EQ,1074.1,1087.9,988,1005.25,1010,1068.75,54404,55229466.05,07-Oct-2024,4632,INE688A01022
VENKEYS,EQ,1939.6,1943.95,1852,1878,1880,1924.6,56248,106001293.20,07-Oct-2024,7472,INE398A01010
VIKASECO,EQ,3.54,3.57,3.4,3.42,3.44,3.54,6526394,22581924.72,07-Oct-2024,6571,INE806A01020
NIFTYETF,EQ,269.47,269.48,262.97,264.33,264.64,266.72,314039,83165719.44,07-Oct-2024,4206,INF769K01EG9
NAHARINDUS,EQ,144.23,146.17,135.9,136.23,136.5,143.08,47406,6568827.53,07-Oct-2024,1285,INE289A01011
CENTRUM,EQ,34.49,34.49,31.6,31.92,32.15,34.24,417868,13612375.87,07-Oct-2024,2305,INE660C01027
SEAMECLTD,EQ,1397,1418.95,1290.65,1309.45,1315,1404.1,47276,63612108.75,07-Oct-2024,4258,INE497B01018
LOWVOLIETF,EQ,23.7,23.7,22.3,22.76,22.85,23.01,5915971,133640232.72,07-Oct-2024,4786,INF109KC19U5
SIMBHALS,BE,25.27,26.4,24.61,24.74,24.9,25.91,39763,995416.82,07-Oct-2024,171,INE748T01016
SRIVASAVI,SM,105.1,113.8,102,103.5,102,113.25,43000,4595600.00,07-Oct-2024,33,INE0NPI01014
IFCI,EQ,62.6,65.7,60.16,61,60.99,61.5,18968275,1188475535.73,07-Oct-2024,69692,INE039A01010
JWL,EQ,486,495,460,468.8,467.9,491.25,1770599,835567874.60,07-Oct-2024,80872,INE209L01016
SGBSEP28VI,GB,8402.16,8402.16,8104.1,8113.82,8107.26,8197.22,220,1792816.21,07-Oct-2024,55,IN0020200195
SGBJUN31I,GB,8490,8544.99,8400,8484.06,8425.77,8475.81,1100,9347998.26,07-Oct-2024,199,IN0020230069
ATGL,EQ,758.55,769.7,738.2,741.45,744.95,763.4,678392,508253944.80,07-Oct-2024,45854,INE399L01023
ROTO,EQ,550,554.45,497,514.25,516,548.5,141327,72855191.10,07-Oct-2024,6630,INE535D01029
DENEERS,SM,229,229.5,221.9,222,222,230.6,9000,2024550.00,07-Oct-2024,14,INE0JWV01011
DIGIKORE,ST,411.95,412,385.4,385.4,385.4,405.65,13000,5058730.00,07-Oct-2024,52,INE0QJ901011
NIFTY50ADD,EQ,258.7,264.7,255,256.81,257.01,258.7,34642,8927690.49,07-Oct-2024,738,INF740KA1CL0
EIFFL,BE,197,204.6,196.25,196.81,197,201.97,6728,1335363.84,07-Oct-2024,64,INE546V01010
733GS2026,GS,103.3,104.05,103.3,104.01,104.05,103.9,47842,4974099.16,07-Oct-2024,40,IN0020230119
HVAX,ST,486,508,461.7,490.35,488,458,279600,134968905.00,07-Oct-2024,720,INE0TO501019
SGBMAY25,GB,7960,8200,7896,8070.02,8052,8199.99,250,2022986.30,07-Oct-2024,25,IN0020170018
TBZ,EQ,265.05,268.55,240.8,242.55,243.7,262.45,825047,205082677.35,07-Oct-2024,14668,INE760L01018
VEEKAYEM,SM,315,315,311.6,311.6,311.6,328,1000,313300.00,07-Oct-2024,2,INE0KTW01013
IVC,BE,12.14,12.14,11.33,11.39,11.33,11.93,297905,3430335.80,07-Oct-2024,1337,INE050B01023
IMPEXFERRO,BE,3.35,3.57,3.3,3.38,3.43,3.4,54639,187396.96,07-Oct-2024,127,INE691G01015
KCK,SM,288.8,293.9,288.8,293.9,293.9,304,4000,1165400.00,07-Oct-2024,2,INE0J1E01019
LYKALABS,EQ,137,138.7,122.49,126.2,125,130.75,170431,21970833.88,07-Oct-2024,2786,INE933A01014
MANUGRAPH,EQ,25.27,25.27,22.15,22.4,22.55,25.09,101202,2331749.53,07-Oct-2024,824,INE867A01022
AKSHARCHEM,EQ,316.4,316.4,296.6,303.15,305.95,315.5,14468,4382967.90,07-Oct-2024,882,INE542B01011
CAPLIPOINT,EQ,1979.1,1987.75,1905,1927.1,1917.95,1969.25,169453,327495384.50,07-Oct-2024,17383,INE475E01026
PUNJABCHEM,EQ,1216.3,1216.3,1124.05,1156.05,1141.1,1212.45,11826,13623649.80,07-Oct-2024,1334,INE277B01014
SAHASRA,ST,592.75,592.75,560.5,592.75,592.75,564.55,1037600,613428740.00,07-Oct-2024,1662,INE0RBQ01018
DTL,SM,150,150,138.15,138.15,138.15,148,13200,1932360.00,07-Oct-2024,9,INE0JRD01019
ELECTHERM,BE,936.4,936.4,936.4,936.4,936.4,955.5,1289,1207019.60,07-Oct-2024,27,INE822G01016
TNTELE,BE,10.64,10.64,9.91,9.97,10.01,10.44,15456,156592.57,07-Oct-2024,124,INE141D01018
TGL,ST,574.5,588,573.8,573.8,573.8,604,39600,22758120.00,07-Oct-2024,33,INE0K6601012
TRANSTEEL,SM,64.5,64.8,61.25,62.2,62.05,65.35,154000,9668100.00,07-Oct-2024,60,INE0NVI01020
INDTERRAIN,EQ,54.8,55.69,49.85,51.96,52.5,54.58,193023,10090872.13,07-Oct-2024,2248,INE611L01021
INFOMEDIA,BE,8.55,9.29,8.55,8.55,8.55,9.01,11700,101312.50,07-Oct-2024,25,INE669A01022
ISGEC,EQ,1280,1281,1216.95,1234.15,1227,1283.5,93752,116006244.05,07-Oct-2024,11917,INE858B01029
KIRLOSIND,EQ,5296.05,5318.95,4992,5150,5116.05,5296.05,3556,18201532.85,07-Oct-2024,1160,INE250A01039
KPRMILL,EQ,942.35,942.35,900,918,925.5,942.35,195035,179296572.75,07-Oct-2024,28334,INE930H01031
LICMFGOLD,EQ,7025,7137,6851,6940.15,6950,6955.3,1556,10795911.90,07-Oct-2024,219,INF397L01554
MAITREYA,ST,400,400,376.85,376.85,376.85,396.65,28000,10709600.00,07-Oct-2024,35,INE0PLQ01011
MANORAMA,EQ,827.2,854,780,792.15,802,827.2,87037,70043637.75,07-Oct-2024,4156,INE00VM01036
MAZDOCK,EQ,4095.75,4106.85,3893.25,3919.35,3929,4075.35,1063364,4219991220.25,07-Oct-2024,111890,INE249Z01012
NPST,SM,2595,2680,2463.65,2465.7,2476.85,2593.3,19300,48020610.00,07-Oct-2024,151,INE0FFK01017
PANACEABIO,EQ,300,300,291.85,291.85,291.85,307.2,157813,46177400.30,07-Oct-2024,1170,INE922B01023
REMUS,SM,2580,2580,2415.25,2465,2480,2575.8,6700,16702330.00,07-Oct-2024,56,INE0O5T01011
HEADSUP,EQ,13.64,14.23,13.05,13.34,13.32,13.67,102274,1388303.51,07-Oct-2024,376,INE759V01019
HEMIPROP,EQ,191,191.49,179,179.8,180.4,188.15,818590,149670981.79,07-Oct-2024,19054,INE0AJG01018
SILLYMONKS,BE,22.83,22.9,21.61,22.16,22.5,22.75,12506,273897.47,07-Oct-2024,40,INE203Y01012
STEELCAS,EQ,790,797.5,722.2,747.4,760,797.5,44375,33130623.20,07-Oct-2024,3394,INE124E01020
AAATECH,EQ,123.65,129,117.04,118.78,118.9,126.05,52504,6353367.69,07-Oct-2024,1263,INE0D0U01013
ASLIND,SM,38.1,38.1,38.1,38.1,38.1,40.1,6000,228600.00,07-Oct-2024,3,INE617I01024
COMMITTED,SM,56.65,56.65,52.15,52.2,52.2,54.2,11200,599520.00,07-Oct-2024,7,INE597Z01014
OBCL,EQ,56.7,57.17,56.7,56.76,56.89,56.78,70789,4018338.58,07-Oct-2024,429,INE426Z01016
GREENLAM,EQ,515.25,523.15,490,497.85,501,514.1,25007,12489049.05,07-Oct-2024,1937,INE544R01021
SHREECEM,EQ,26034.2,26168,25240.55,25376.45,25295,26034.2,29707,760592441.70,07-Oct-2024,12895,INE070A01015
KEC,EQ,1025.5,1026.65,979.4,987.9,992,1032.25,591565,586916627.80,07-Oct-2024,46968,INE389H01022
LUMAXTECH,EQ,564.7,564.7,532,545.05,545.15,556.35,114297,62033537.95,07-Oct-2024,15337,INE872H01027
ABCAPITAL,EQ,227.82,233.57,222.2,225.16,225,227.83,4979425,1128823473.03,07-Oct-2024,59911,INE674K01013
ADORWELD,EQ,1345.1,1352.95,1300,1303.6,1300,1341.75,12190,16009900.20,07-Oct-2024,1845,INE045A01017
CCL,EQ,669.05,673.15,642.05,662.85,660.55,666.5,364503,237882510.25,07-Oct-2024,27461,INE421D01022
RAJRATAN,EQ,547.75,553.4,526.6,533.9,535,550.1,28342,15185049.25,07-Oct-2024,3053,INE451D01029
SAMMAANCAP,EQ,158.75,159.4,147.12,148.8,147.7,157.51,9410911,1420146651.11,07-Oct-2024,65146,INE148I01020
SBICARD,EQ,744.05,751,724.9,730.95,730.25,743.15,1478692,1082113520.70,07-Oct-2024,55112,INE018E01016
EBBETF0430,EQ,1429,1429,1407,1416.09,1418.76,1421.17,20553,29145807.00,07-Oct-2024,704,INF754K01KO2
ELDEHSG,EQ,887,896.5,852.6,856.4,890,896.2,2110,1831188.65,07-Oct-2024,310,INE668G01021
FOSECOIND,EQ,4618.9,4618.9,4302.1,4369.4,4374,4573.15,2913,12975749.80,07-Oct-2024,767,INE519A01011
VLINFRA,SM,75.25,75.25,68.25,69,69,75,51000,3578550.00,07-Oct-2024,17,INE0QXL01015
CLOUD,ST,20.8,21.55,20.45,20.45,20.45,21.5,124000,2554100.00,07-Oct-2024,109,INE0JOO01021
WORTH,EQ,146.99,147.49,132.04,135.71,135.35,143.5,74028,10204088.40,07-Oct-2024,1175,INE196Y01018
MARINE,BE,237,240.15,222.79,223.07,222.79,234.52,331149,74718885.34,07-Oct-2024,5544,INE01JE01028
MRF,EQ,135377,135500,130555,131237.85,131555,133408.75,7958,1051751332.75,07-Oct-2024,6477,INE883A01011
SGBOCT27,GB,8100,8110,8100,8110,8110,8084,106,858660.00,07-Oct-2024,5,IN0020190370
BAJFINANCE,EQ,7211.35,7324,7190.3,7269.4,7260,7211.35,936227,6790843408.10,07-Oct-2024,100138,INE296A01024
CRAYONS,SM,128,133,121.4,121.55,121.4,124.5,41000,5202150.00,07-Oct-2024,34,INE0OFK01019
GOKUL,EQ,50.7,51.2,48.4,48.69,48.5,50.62,145778,7217724.96,07-Oct-2024,1439,INE020J01029
POWERINDIA,EQ,14015.5,14525,13500.1,13643.25,13501.5,14015.5,40492,563238757.45,07-Oct-2024,14996,INE07Y701011
LAL,BE,27.97,28.25,26.43,26.43,26.43,27.83,77700,2078093.96,07-Oct-2024,458,INE740X01023
MAHASTEEL,BE,206,206,203.35,203.35,203.35,207.5,3246,663693.40,07-Oct-2024,28,INE451L01014
BBNPPGOLD,EQ,74.55,74.9,74.55,74.9,74.9,74.6,314,23418.35,07-Oct-2024,14,INF251K01SU9
BASILIC,ST,433,433.8,410.65,410.65,410.65,432.25,63900,26386020.00,07-Oct-2024,154,INE0OCC01013
NIFTYBETF,EQ,254.2,254.83,249.8,250.89,251.02,254.21,9853,2483776.53,07-Oct-2024,240,INF0QA701722
PRICOLLTD,EQ,461.7,470,452.1,463.75,465,461.7,733910,338852311.85,07-Oct-2024,52362,INE726V01018
PYRAMID,EQ,171.65,174.98,166.6,168.8,170.1,174.25,56881,9637138.77,07-Oct-2024,1866,INE0MIS01010
VINYLINDIA,EQ,384.45,391.8,365.6,367.75,369,385.6,28618,10679771.25,07-Oct-2024,1938,INE250B01029
INDOAMIN,EQ,220.05,221.5,190.65,193.73,194.3,218.37,984200,198769793.63,07-Oct-2024,14373,INE760F01028
BRIGADE,EQ,1376.9,1400.9,1355.9,1378.75,1399,1370,2470388,3384907584.80,07-Oct-2024,46816,INE791I01019
CARBORUNIV,EQ,1474.85,1485.6,1404.7,1422.55,1410.1,1469.1,178039,254508337.00,07-Oct-2024,19480,INE120A01034
1060ECL29,NS,1035,1035,1035,1035,1035,1040.7,100,103500.00,07-Oct-2024,3,INE804IA7022
667GS2050,GS,98.55,98.55,96.5,96.5,96.5,98.5,9783,954889.65,07-Oct-2024,2,IN0020200252
STANLEY,EQ,477,477,453.25,455.25,455,472.05,121804,55968894.75,07-Oct-2024,12924,INE01A001028
URBAN,SM,427.5,427.5,398.2,401.5,401.8,427.5,12400,5053860.00,07-Oct-2024,31,INE0O0201019
JOCIL,EQ,205.15,205.15,193,193.58,194.85,200.22,14725,2877559.02,07-Oct-2024,652,INE839G01010
SGBAPR28I,GB,8320,8320,8171,8250,8250,8335,227,1877173.69,07-Oct-2024,41,IN0020200062
COCHINSHIP,BE,1644,1647,1563.25,1569,1571.5,1645.5,616808,976190230.40,07-Oct-2024,69865,INE704P01025
NORTHARC,EQ,294.9,294.95,269.5,278.95,277,292.35,1556608,434778532.35,07-Oct-2024,36120,INE850M01015
PARASPETRO,BE,3.27,3.27,3.27,3.27,3.27,3.34,58741,192083.07,07-Oct-2024,257,INE162C01024
PODDARMENT,EQ,406.5,408.9,385.4,391.35,391,406.55,12774,5066592.60,07-Oct-2024,558,INE371C01013
GODIGIT,EQ,377,383.9,372.2,381.45,381,377.65,963076,365228866.50,07-Oct-2024,44339,INE03JT01014
GPIL,EQ,202,204.4,190.1,191.7,192.95,206.85,2950279,576515004.15,07-Oct-2024,71682,INE177H01039
SHAH,BE,4.8,4.9,4.65,4.65,4.65,4.9,746304,3492048.11,07-Oct-2024,1287,INE482J01021
SEJALLTD,EQ,479.8,479.95,455.05,464.55,461.1,457.1,37923,17957467.60,07-Oct-2024,810,INE955I01044
706GS2028,GS,103.37,103.9,103.37,103.9,103.9,103.37,16680,1731964.00,07-Oct-2024,7,IN0020230010
GPTHEALTH,EQ,181.5,181.5,170,170.5,170.65,177.79,191496,33165191.36,07-Oct-2024,4012,INE486R01017
STOVEKRAFT,EQ,877.45,884.9,812.65,823.6,825,877.45,188023,157509691.90,07-Oct-2024,13167,INE00IN01015
SUNDARMHLD,EQ,333,336.4,306.8,316.15,321,335.45,211904,67503984.10,07-Oct-2024,6707,INE202Z01029
INSPIRISYS,BE,118.8,118.8,108.1,108.97,108.1,113.79,44776,4914980.66,07-Oct-2024,175,INE020G01017
KICL,BE,6298.95,6298.95,5774.3,5774.3,5774.3,6078.2,2036,11901828.55,07-Oct-2024,296,INE029L01018
MOGSEC,EQ,55.7,57.95,55.7,57.64,57.64,57.12,1660,95402.04,07-Oct-2024,56,INF247L01AK4
AGARWALFT,ST,94.95,98,94.7,97.75,97.95,99.65,39000,3752250.00,07-Oct-2024,13,INE0MLA01012
ANIKINDS,BE,76,76,73.7,73.7,73.7,75.1,8367,618734.20,07-Oct-2024,33,INE087B01017
SABEVENTS,BE,11.13,11.13,10.7,11.13,11.13,10.6,15846,175799.93,07-Oct-2024,62,INE860T01019
797IGT31,NL,1007.99,1008,1007.99,1008,1008,1001,200,201599.00,07-Oct-2024,2,INE219X07280
ALPHAETF,EQ,27.99,28.47,27.35,27.55,27.5,27.98,1611775,44517516.01,07-Oct-2024,6600,INF769K01KU7
AARVEEDEN,BE,49.98,49.98,48.1,48.1,48.1,49,30755,1522067.10,07-Oct-2024,45,INE273D01019
AMBIKCO,EQ,1678.7,1679.95,1600,1615.75,1620,1663.1,14806,24071661.60,07-Oct-2024,2115,INE540G01014
BLBLIMITED,BE,20.19,20.19,18.8,18.8,18.8,19.79,39726,751226.08,07-Oct-2024,124,INE791A01024
CAMPUS,EQ,332,332,308.05,310.05,311.4,321.7,1574302,497614058.50,07-Oct-2024,39718,INE278Y01022
PERSISTENT,EQ,5141.3,5276,5106.2,5230.15,5240,5141.3,491981,2564640439.15,07-Oct-2024,79060,INE262H01021
894SCL25,Z3,1122.35,1122.35,1122.35,1122.35,1122.35,1121.25,20,22447.00,07-Oct-2024,1,INE148I07MF3
GICRE,EQ,385.95,387.25,362,363.15,362.5,384.55,742661,274808998.75,07-Oct-2024,28952,INE481Y01014
JAICORPLTD,EQ,350.1,353.35,326.45,327.95,328.5,351.25,625387,210078513.70,07-Oct-2024,27014,INE070D01027
KAMDHENU,EQ,570,574.5,505.1,511.1,513,567,569067,300106345.20,07-Oct-2024,9377,INE390H01012
CHOLAHLDNG,EQ,2001.3,2039.95,1890.35,1977.25,1935,2001.3,249294,485622037.85,07-Oct-2024,29558,INE149A01033
RELCHEMQ,EQ,220.9,226.35,212,214.02,213.35,220.9,4788,1050971.66,07-Oct-2024,516,INE750D01016
GAJANAND,SM,26,26,22.05,23.6,23.1,25.9,111000,2635500.00,07-Oct-2024,37,INE0QTE01018
HPAL,EQ,90,90.99,86.4,87.23,87,89.76,345708,30350502.46,07-Oct-2024,4406,INE0GSL01024
SPORTKING,EQ,116,117.4,107.55,108.79,109.14,112.22,319500,35843300.91,07-Oct-2024,3950,INE885H01029
VILAS,ST,392,392,380.5,380.5,380.5,400.5,72000,27490150.00,07-Oct-2024,61,INE0AZY01017
MHRIL,EQ,391,392,375,382.5,381,389.35,171002,65344919.95,07-Oct-2024,11745,INE998I01010
MODISONLTD,BE,201.9,201.9,185.08,185.08,185.08,194.83,15702,2949793.55,07-Oct-2024,386,INE737D01021
MSPL,BE,54.11,55.25,51.48,51.48,51.48,54.19,500359,26241501.50,07-Oct-2024,1308,INE752G01015
9MMFSML,N2,1039.95,1040,1031.25,1031.3,1031.25,1038.05,910,943058.00,07-Oct-2024,15,INE774D08MA6
AMRUTANJAN,EQ,772.7,774.4,728,742.95,735.4,768.55,50784,37727441.30,07-Oct-2024,3496,INE098F01031
PFS,EQ,47.5,48.15,45.5,46.08,45.95,47.48,1725589,80921415.87,07-Oct-2024,6371,INE560K01014
CYIENTDLM,EQ,686.45,693,673.65,675.45,675.05,681.8,314583,214249771.15,07-Oct-2024,33240,INE055S01018
ELECTCAST,EQ,201.5,202.76,186.41,189.93,190.54,199.32,2521810,483427508.26,07-Oct-2024,42647,INE086A01029
729IRFC26,NN,1016,1016.5,1016,1016.5,1016.5,1019.99,108,109778.00,07-Oct-2024,4,INE053F07892
TCIFINANCE,BE,13.67,13.67,13.67,13.67,13.67,13.95,1079,14749.93,07-Oct-2024,21,INE911B01018
RUBYMILLS,EQ,282,282,253.75,257.8,257,280.75,68512,17946319.05,07-Oct-2024,2965,INE301D01026
KRONOX,EQ,162,163.99,148.51,151.01,152,162.09,403847,61944216.99,07-Oct-2024,6872,INE0ATZ01017
LAXMIMACH,EQ,17677,17900,17000,17292.85,17350,17585.8,9613,166880759.30,07-Oct-2024,3110,INE269B01029
ADANIPOWER,EQ,641.45,645.95,613.4,625.45,624.9,642.1,2859604,1786681083.90,07-Oct-2024,92313,INE814H01011
AMIORG,EQ,1689.9,1719.55,1591.9,1605.55,1607,1677.4,277526,457634725.60,07-Oct-2024,35011,INE00FF01017
EBANKNIFTY,EQ,51.57,51.57,50.45,51.25,51.1,51.88,5421,276433.69,07-Oct-2024,110,INF754K01TE4
EUROBOND,SM,184.1,199.5,184,192,192,192,24000,4624950.00,07-Oct-2024,23,INE505V01016
HARSHA,EQ,503,505.75,474.55,476.5,479.8,503.25,80617,39132937.90,07-Oct-2024,3646,INE0JUS01029
TRIDHYA,SM,31.45,33.6,31.1,33,33,32.65,54000,1737600.00,07-Oct-2024,18,INE0LWY01029
V2RETAIL,BE,1383.95,1384,1301.35,1307.7,1331,1369.85,109763,144803291.00,07-Oct-2024,1576,INE945H01013
INFY,EQ,1923.2,1942,1916.05,1934.3,1930.15,1918.15,6112575,11809911119.45,07-Oct-2024,232953,INE009A01021
KCPSUGIND,BE,53.6,54.7,50.92,51.4,51.49,53.6,251345,13070924.98,07-Oct-2024,1977,INE790B01024
MAXESTATES,EQ,607.95,610,561,577.4,574,607.2,210138,121601628.55,07-Oct-2024,7016,INE03EI01018
ZODIAC,BE,573.1,600,543.6,548.4,555,572.2,21065,11748100.15,07-Oct-2024,1913,INE761Y01019
PFIZER,EQ,5600,5696.15,5500.1,5651.75,5640,5616.4,41805,235265654.00,07-Oct-2024,12136,INE182A01018
182D261224,TB,98.7,98.7,97.05,98.4,98.4,97,1700,166905.00,07-Oct-2024,5,IN002024Y134
SPCENET,EQ,24.12,24.3,21,22.52,22,24.12,5177134,115611787.20,07-Oct-2024,5639,INE970N01027
STYLAMIND,EQ,2157,2166.95,2050.1,2091.05,2092,2148.3,28064,58600942.55,07-Oct-2024,5433,INE239C01020
SBGLP,EQ,123.55,126.89,119.6,124.65,124.44,119.64,1348633,165610504.52,07-Oct-2024,8524,INE05ST01028
KRYSTAL,EQ,750,754.8,711.55,723.45,726,741.2,52076,37894707.45,07-Oct-2024,2690,INE0QN801017
ABSMARINE,SM,256,256.55,248,250.85,251.9,258.4,125000,31443900.00,07-Oct-2024,83,INE0QRV01016
AIRAN,BE,35.5,36.55,33.77,33.77,33.77,35.55,203907,6955482.04,07-Oct-2024,1543,INE645W01026
IDFNIFTYET,EQ,287.2,287.2,268.88,275.25,275,287.19,6455,1760250.56,07-Oct-2024,244,INF194KA1U07
SETFNN50,EQ,817.2,817.2,766.15,777.1,779,793.39,100688,78097681.57,07-Oct-2024,5884,INF200KA1598
SCLZC25B,AT,1071.64,1071.64,1071.64,1071.64,,1071.64,10,10716.40,07-Oct-2024,3,INE148I07OO1
DBSTOCKBRO,EQ,45.55,46.99,44.82,45.25,45.25,46.45,6985,317195.73,07-Oct-2024,413,INE921B01025
GSFC,EQ,215,215.5,201.91,207.27,207,213.72,2588930,536318189.93,07-Oct-2024,45827,INE026A01025
SGL,BE,17.85,17.99,16.95,17.27,17.79,17.85,35521,616591.46,07-Oct-2024,165,INE353H01010
10IIFL28A,NE,971.5,975,971.5,972,972,971.5,62,60319.50,07-Oct-2024,3,INE530B08094
NARMADA,BE,18.2,18.2,16.9,16.93,16.9,17.79,34936,603646.76,07-Oct-2024,247,INE117Z01011
AKI,EQ,19.08,20.49,19,19.19,19.25,19.82,48593,943718.43,07-Oct-2024,507,INE642Z01026
NCLIND,EQ,212.4,212.4,201.6,202.79,203.25,211.11,145139,29709831.19,07-Oct-2024,3978,INE732C01016
OSWALGREEN,EQ,55.58,56.78,51.35,51.82,53,55.57,1493725,79105203.22,07-Oct-2024,9238,INE143A01010
PARKHOTELS,EQ,164.89,164.89,154.41,156.76,155.5,162.44,283760,44614476.90,07-Oct-2024,7423,INE988S01028
1025SCL34B,N1,990,990,990,990,990,990,30,29700.00,07-Oct-2024,2,INE148I07UV3
CRISIL,EQ,4399,4444.7,4277.1,4289.6,4305,4399,106553,458756483.20,07-Oct-2024,22208,INE007A01025
DIXON,EQ,13722.3,13781,13350,13509.75,13490,13634,253984,3446086037.05,07-Oct-2024,51539,INE935N01020
SONATSOFTW,EQ,605.5,610.55,584.75,588.95,595,602.45,1423822,839828842.85,07-Oct-2024,42809,INE269A01021
SONUINFRA,ST,52,52,52,52,52,53.05,12000,624000.00,07-Oct-2024,4,INE0JZA01018
TVSSRICHAK,EQ,4116,4151.95,3950,3965.1,3953,4120.2,9055,36309890.20,07-Oct-2024,1855,INE421C01016
915SCL26,NE,918.75,918.75,918.75,918.75,918.75,942.3,65,59718.75,07-Oct-2024,1,INE148I08256
SGBJUN29II,GB,8125,8198,8100,8130,8130,8150.83,256,2086283.09,07-Oct-2024,56,IN0020210061
CALSOFT,BE,21.6,22.15,20.61,20.61,20.61,21.7,19278,400803.00,07-Oct-2024,123,INE526B01014
RICOAUTO,EQ,110.53,112.25,103.24,104,104.29,110.51,753437,79571770.79,07-Oct-2024,18233,INE209B01025
SUPERSPIN,BE,11.38,11.38,10.74,10.74,10.74,11.31,55116,597791.73,07-Oct-2024,130,INE662A01027
LGHL,BE,298,298,292.75,292.75,292.75,298.7,66,19385.00,07-Oct-2024,9,INE258Y01016
ARCHIES,EQ,31.33,32.65,28.27,28.62,29,31,448322,13339615.02,07-Oct-2024,3160,INE731A01020
PRATHAM,SM,244.95,244.95,225,226,226,233.45,30400,7035280.00,07-Oct-2024,19,INE0QA601016
PSPPROJECT,EQ,649.05,651.2,625.05,631.9,635.9,645.8,69877,44399920.20,07-Oct-2024,8682,INE488V01015
DELTAMAGNT,EQ,97,97,89,90.57,90,94.07,10275,944090.17,07-Oct-2024,348,INE393A01011
GANESHBE,EQ,148.85,148.85,140.4,144.78,144.96,146.63,154444,22056846.36,07-Oct-2024,2308,INE388A01029
STLTECH,EQ,125.06,125.69,117.54,118.45,119.2,125.06,1536689,185291674.78,07-Oct-2024,16775,INE089C01029
TOUCHWOOD,BE,155,158,150,151.57,150,155,402,61608.28,07-Oct-2024,28,INE486Y01013
IDFCFIRSTB,EQ,72.45,72.81,70.41,72.22,72.4,71.83,33502798,2397556229.88,07-Oct-2024,167383,INE092T01019
IL&FSENGG,BZ,48.51,48.51,46.66,46.66,46.66,47.62,73263,3484628.04,07-Oct-2024,101,INE369I01014
INDOSTAR,EQ,302.3,305.1,277.35,283.05,279.85,302.3,324668,92855844.70,07-Oct-2024,5303,INE896L01010
INSPIRE,SM,32.4,32.95,31,32.95,32.95,32.4,18000,567500.00,07-Oct-2024,8,INE0NDX01019
JUBLPHARMA,EQ,1085,1107.85,1060.1,1082.95,1075,1111.95,465944,503956518.35,07-Oct-2024,37901,INE700A01033
LEXUS,EQ,44,49.9,43.57,46.82,47,44.08,442646,20980842.09,07-Oct-2024,5066,INE500X01013
ADVANIHOTR,EQ,73.85,74.08,69.06,70.61,70.8,73.58,126797,8996584.40,07-Oct-2024,2567,INE199C01026
943ECL28,NJ,935,935,932,935,935,950,432,403398.10,07-Oct-2024,11,INE804I078Y8
MIDQ50ADD,EQ,262.79,262.79,253.98,257.43,255.61,260.33,9161,2358351.51,07-Oct-2024,389,INF740KA1QL0
HMVL,EQ,92.15,95.29,86.3,87.74,87.75,91.39,123658,11309458.34,07-Oct-2024,1640,INE871K01015
SMSLIFE,BE,1480,1480,1429.45,1429.45,1429.45,1458.6,1335,1938936.15,07-Oct-2024,19,INE320X01016
